  22.7843533  0.000901561289
  22.8285732  0.00134633784
  22.8949032  0.00417839969
  22.961235  0.00285017653
  23.005455  0.0134158824
  23.049675  0.00654809549
  23.071785  0.0116266059
  23.093895  0.0217692889
  23.1160049  0.0134391701
  23.1381149  0.0102798184
  23.1602249  0.0226095617
  23.1823349  0.0324915126
  23.2044449  0.0574045107
  23.2265549  0.0914552584
  23.2486649  0.121837609
  23.2707748  0.135723338
  23.2928848  0.247659802
  23.3149948  0.201778576
  23.3371048  0.225508764
  23.3592148  0.285463274
  23.3813248  0.485836595
  23.4034348  0.483271062
  23.4255447  0.632352412
  23.4476547  0.719955206
  23.4697647  0.886909187
  23.4918747  1.26978672
  23.5139847  1.1784904
  23.5360947  1.52108991
  23.5582047  1.84515345
  23.5803146  1.90793967
  23.6024246  2.61718535
  23.6245346  2.77271247
  23.6466446  3.04951572
  23.6687546  3.63110709
  23.6908646  3.71933031
  23.7129745  4.52092791
  23.7350845  5.25810051
  23.7571945  5.48278666
  23.7793045  5.93529987
  23.8014145  6.01004457
  23.8235245  7.26004124
  23.8456345  8.03530884
  23.8677444  7.95586729
  23.8898544  8.19818401
  23.9119644  8.48993397
  23.9340744  8.59789753
  23.9561844  8.90545273
  23.9782944  9.02803612
  24.0004044  10.0397873
  24.0225143  9.26006031
  24.0446243  9.26327133
  24.0667343  8.76515293
  24.0888443  8.62342358
  24.1109543  7.84238291
  24.1330643  8.45497036
  24.1551743  8.2352314
  24.1772842  7.33080435
  24.1993942  7.24676657
  24.2215042  6.7755599
  24.2436142  5.71846151
  24.2657242  5.62358522
  24.2878342  4.94781113
  24.3099442  5.03095007
  24.3320541  4.27122211
  24.3541641  4.00830603
  24.3762741  3.42951441
  24.3983841  3.04328561
  24.4204941  2.54836273
  24.4426041  2.29096913
  24.4647141  2.00193262
  24.486824  1.81062627
  24.508934  1.43033957
  24.531044  1.36579478
  24.553154  0.934078217
  24.575264  0.71437788
  24.597374  0.683593571
  24.6194839  0.583778083
  24.6415939  0.473915905
  24.6637039  0.387935758
  24.6858139  0.288262963
  24.7079239  0.27984032
  24.7300339  0.134381071
  24.7521439  0.13988024
  24.7742538  0.142358676
  24.7963638  0.0404984616
  24.8184738  0.0496301539
  24.8405838  0.0656441748
  24.8626938  0.0407402962
  24.8848038  0.0296596456
  24.9069138  0.0163678806
  24.9290237  0.0114515703
  24.9511337  0.0100895921
  24.9732437  0.00656629726
  24.9953537  0.00375714758
  25.0174637  0.00294281146
  25.0616837  0.00254628551
        *      *   
