  20.7723465  26.7399998  1.63
  22.2537136  30.2099991  1.59000003
  23.7350845  33.6199989  1.55999994
  25.2164536  36.9799995  1.54999995
  26.6978245  40.3199997  1.53999996
  28.1791935  43.6399994  1.52999997
  29.6605644  46.9300003  1.51999998
  31.1419353  50.2099991  1.51999998
  32.6233063  53.5  1.51999998
  34.1046753  56.7700005  1.51999998
  35.5860443  60.0499992  1.51999998
  37.0674133  63.3300018  1.50999999
  38.5487823  66.5899963  1.50999999
  40.0301552  69.8600006  1.50999999
  41.5115242  73.1200027  1.50999999
  42.9928932  76.3799973  1.50999999
  44.4742622  79.6299973  1.50999999
  45.9556351  82.8899994  1.50999999
  47.4370041  86.1399994  1.50999999
  48.9183731  89.4000015  1.50999999
  50.3997459  92.6600037  1.50999999
  51.881115  95.9199982  1.5
  53.362484  99.1699982  1.5
  54.843853  102.410004  1.5
  56.3252258  105.639999  1.49000001
  57.8065948  108.870003  1.49000001
  59.2879639  112.089996  1.49000001
  60.7693367  115.32  1.49000001
  62.2507057  118.540001  1.49000001
  63.7320747  121.769997  1.49000001
  65.2134476  124.989998  1.49000001
  66.6948166  128.220001  1.49000001
  68.1761856  131.449997  1.49000001
  69.6575546  134.679993  1.49000001
  71.1389236  137.910004  1.49000001
  72.6203003  141.139999  1.5
  74.1016617  144.369995  1.5
  75.5830383  147.610001  1.5
  77.0643997  150.860001  1.5
  78.5457764  154.110001  1.50999999
  80.0271454  157.360001  1.50999999
  81.5085144  160.610001  1.5
  82.9898834  163.860001  1.5
  84.4712601  167.100006  1.5
  85.9526215  170.330002  1.49000001
  87.4339905  173.539993  1.48000002
  88.9153671  176.720001  1.46000004
