 1  26.7399998  26.5270195  1.05574608  2.48100328  2090.51318
 2  30.2099991  30.0137157  1.00465202  2.36093211  2105.79712
 3  33.6199989  33.4363556  0.971640229  2.28335452  2123.72607
 4  36.9799995  36.7897644  0.951229036  2.23538804  2090.97803
 5  40.3199997  40.121727  0.932513773  2.1914072  2134.75073
 6  43.6399994  43.4713631  0.909741282  2.13789201  2138.11182
 7  46.9300003  46.7316856  0.89739573  2.1088798  2146.3103
 8  50.2099991  50.0295792  0.897423506  2.10894513  2173.9917
 9  53.5  53.3262367  0.916417241  2.15358043  2120.7019
 10  56.7700005  56.5643692  0.887036681  2.08453608  2166.35742
 11  60.0499992  59.8548393  0.88154161  2.07162261  2169.44482
 12  63.3300018  63.1585884  0.881136477  2.0706706  2143.82007
 13  66.5899963  66.3967056  0.889358401  2.08999205  2161.07129
 14  69.8600006  69.6617661  0.872245073  2.04977584  2138.92432
 15  73.1200027  72.9123764  0.87372452  2.05325246  2141.96484
 16  76.3799973  76.1858521  0.878136158  2.06361985  2193.24341
 17  79.6299973  79.4336014  0.87541467  2.05722427  2186.11694
 18  82.8899994  82.7094269  0.880464017  2.06909037  2144.66943
 19  86.1399994  85.9556274  0.873175442  2.05196214  2182.62793
 20  89.4000015  89.2154999  0.871842206  2.04882908  2145.28076
 21  92.6600037  92.4722672  0.876072645  2.05877066  2230.83081
 22  95.9199982  95.7204514  0.874708116  2.05556393  2181.75024
 23  99.1699982  99.0091705  0.888605237  2.08822227  2149.87646
 24  102.410004  102.209267  0.862175941  2.02611327  2197.07056
 25  105.639999  105.464989  0.867954016  2.03969193  2174.70654
 26  108.870003  108.65918  0.856987417  2.01392031  2188.94995
 27  112.089996  111.867073  0.868365645  2.04065919  2223.60059
 28  115.32  115.085785  0.8639943  2.03038645  2230.17676
 29  118.540001  118.346489  0.855335891  2.01003933  2159.40186
 30  121.769997  121.553337  0.856449723  2.01265669  2205.16675
 31  124.989998  124.782135  0.860274076  2.02164412  2216.9187
 32  128.220001  127.996613  0.873317719  2.05229664  2196.9668
 33  131.449997  131.225616  0.855638504  2.01075029  2227.84863
 34  134.679993  134.465759  0.860715985  2.02268243  2248.61157
 35  137.910004  137.68045  0.86591965  2.03491116  2225.43408
 36  141.139999  140.932312  0.860047102  2.02111053  2183.45361
 37  144.369995  144.152191  0.877942562  2.06316495  2194.11108
 38  147.610001  147.386276  0.8718853  2.04893041  2244.8042
 39  150.860001  150.601501  0.867300212  2.03815532  2181.76123
 40  154.110001  153.864029  0.875700414  2.0578959  2236.7666
 41  157.360001  157.101303  0.87772882  2.0626626  2258.47974
 42  160.610001  160.382599  0.862695277  2.02733374  2218.88599
 43  163.860001  163.646683  0.87251091  2.0504005  2250.52148
 44  167.100006  166.889984  0.866472721  2.03621078  2270.25977
 45  170.330002  170.090942  0.863219261  2.02856517  2270.21387
 46  173.539993  173.312485  0.865696073  2.03438568  2224.82056
 47  176.720001  176.463806  0.830169082  1.95089722  2255.97583
