  24.1985645  18.7900009  0.620000839  1.50015163
  27.366045  20.1300011  0.620000839  1.44926643
  30.4869652  21.4700012  0.620000839  1.42706108
  33.547821  22.8100014  0.620000839  1.4162178
  36.5886993  24.1500015  0.620000839  1.39863014
  39.6115379  25.4900017  0.620000839  1.39368629
  42.6086006  26.8300018  0.620000839  1.3849411
  45.5995293  28.170002  0.620000839  1.38109398
  48.581192  29.5100021  0.620000839  1.37957573
  51.5638924  30.8500004  0.620000839  1.38049698
  54.5475502  32.1900024  0.619999886  1.37916756
  57.5239639  33.5300026  0.619998932  1.37654495
  60.4978294  34.8700027  0.619998932  1.37418747
  63.4654694  36.2100029  0.619998932  1.37308502
  66.4302673  37.5500031  0.619998932  1.37035751
  69.3920135  38.8900032  0.619998932  1.37012863
  72.3523254  40.2300034  0.619998932  1.36952209
  75.3126221  41.5699997  0.619998932  1.37050247
  78.2760162  42.9099998  0.619998932  1.37112427
  81.2400131  44.25  0.619998932  1.37174988
  84.204834  45.5900002  0.619998932  1.371418
  87.1669464  46.9300003  0.619998932  1.3700676
  90.1275787  48.2700005  0.619998932  1.36723709
  93.077507  49.6100006  0.619998932  1.36488724
  96.0248947  50.9500008  0.619998932  1.36193466
  98.9675369  52.2900009  0.619998932  1.36144638
  101.909294  53.6300011  0.619998932  1.36088562
  104.850571  54.9700012  0.619998932  1.3609314
  107.792053  56.3100014  0.619998932  1.3609848
  110.734497  57.6500015  0.619998932  1.36235046
  113.679817  58.9900017  0.619998932  1.36275864
  116.625359  60.3300018  0.619998932  1.36293793
  119.571068  61.670002  0.619998932  1.3637085
  122.520927  63.0100021  0.619998932  1.3651886
  125.472221  64.3499985  0.620000839  1.36662292
  128.427399  65.6900024  0.620002747  1.36732101
  131.385986  67.0299988  0.620002747  1.37071228
  134.34848  68.3700027  0.620002747  1.37245941
  137.322205  69.7099991  0.620002747  1.377388
  140.300186  71.0500031  0.620002747  1.38033295
  143.287567  72.3899994  0.620002747  1.38223267
  146.275375  73.7300034  0.620002747  1.38264465
  149.263672  75.0699997  0.620002747  1.38239288
  152.250107  76.4100037  0.620002747  1.38149261
  155.234833  77.75  0.620002747  1.37785339
  158.207214  79.090004  0.620002747  1.37528992
  161.164627  80.4300003  0.620002747  1.35910034
