  3.52929616  2.7519896  3.52929616  2.7519896
  3.62628818  3.24249077  3.64334798  3.23880672
  3.72676063  3.73229051  3.76085615  3.72480083
  3.83120966  4.22125721  3.88231587  4.20982218
  3.94020462  4.70922995  4.00829315  4.69368887
  4.05439615  5.19601154  4.13943529  5.17618036
  4.17452717  5.68136072  4.27647448  5.65702868
  4.30145454  6.16497612  4.42025948  6.1359024
  4.43617582  6.64647532  4.57176876  6.61238623
  4.57989073  7.12536478  4.7321887  7.08594084
  4.73400354  7.60100508  4.90288401  7.55588531
  4.90025902  8.0725317  5.08557034  8.02129364
  5.08073473  8.5387907  5.28219891  8.48097515
  5.27817297  8.99810982  5.49536753  8.93321037
  5.49570322  9.44823551  5.72796583  9.37574291
  5.737854  9.88556576  5.98417187  9.80499649
  6.00942469  10.3051891  6.26833725  10.2162142
  6.31751442  10.6986246  6.58638  10.6016865
  6.66833353  11.0542803  6.94424915  10.9503031
  7.06449413  11.3583193  7.3443861  11.2491961
  7.50410986  11.5948172  7.78518534  11.4836454
  7.9787612  11.7489147  8.25933838  11.6395397
  8.47399616  11.8096733  8.75388718  11.7062969
  8.9715414  11.7724419  9.25215816  11.6790276
  9.452631  11.6399317  9.73673916  11.5596275
  9.90148544  11.4215927  10.1926737  11.3563557
  10.3079071  11.1315136  10.6099577  11.0820646
  10.6683159  10.7856531  10.9845915  10.7516356
  10.9841576  10.3984737  11.3171911  10.3787394
  11.2605171  9.98203564  11.6120996  9.97521877
  11.5044422  9.54571915  11.8756332  9.55045795
  11.7206964  9.09500122  12.1121035  9.11001205
  11.9137096  8.63382053  12.3256559  8.6579771
  12.0867662  8.16476917  12.5194435  8.19710636
  12.2425909  7.68970394  12.6960707  7.72937536
  12.3833904  7.20996237  12.8576984  7.25624561
  12.5109854  6.7265358  13.0060854  6.77879095
  12.6269293  6.24017859  13.1427698  6.29785252
  12.7325363  5.75146961  13.2690382  5.8140707
  12.8289537  5.26086283  13.3860388  5.32796192
  12.9171629  4.76871204  13.4947357  4.8399272
  12.9980402  4.27530241  13.5960083  4.35029697
  13.0723534  3.78085971  13.6906157  3.85933328
  13.1407938  3.28556943  13.7792549  3.36725616
  13.2039671  2.78957915  13.8625259  2.87424207
  13.2624264  2.29301071  13.9409876  2.38043904
  13.3166609  1.79596257  14.0151272  1.88596821
  13.367116  1.29851615  14.0853968  1.39093208
  14.4427309 -10.  15.6134653 -10.
   *     *     *     * 
  3.52929616  2.7519896  3.52929616  2.7519896
  3.62549472  3.24264812  3.64255977  3.23899174
  3.72343445  3.73296165  3.7575531  3.72558808
  3.82336497  4.22287321  3.87452531  4.21171236
  3.92557335  4.71231508  3.99376249  4.69728613
  4.03038836  5.20120478  4.11559248  5.18221569
  4.13818598  5.68944502  4.24038696  5.66639042
  4.24940205  6.17691755  4.36857986  6.14967585
  4.36454821  6.66347599  4.5006752  6.63190842
  4.48424006  7.14893532  4.63728619  7.11288118
  4.60921144  7.63306141  4.77913237  7.59233427
  4.740376  8.11554527  4.92712069  8.06992626
  4.87886286  8.59597683  5.08234453  8.5452137
  5.02618885  9.07376671  5.2462759  9.01756477
  5.18428135  9.54809761  5.42068958  9.4861393
  5.35590553  10.0176907  5.6082263  9.94960785
  5.54458332  10.4806709  5.81208611  10.4061108
  5.75599241  10.9336796  6.03751373  10.8523169
  5.99598408  11.3721552  6.29006767  11.2836924
  6.2704649  11.7898178  6.57518291  11.6941891
  6.58399677  12.1789217  6.89732695  12.0762129
  6.93715239  12.5324144  7.25781679  12.4222288
  7.32699394  12.8449554  7.6538868  12.7268457
  7.74951553  13.1116381  8.08148766  12.9853125
  8.19968319  13.3284063  8.53569508  13.1934862
  8.67168999  13.4922581  9.01072598  13.3483534
  9.15936756  13.6009197  9.50037289  13.4477673
  9.65629578  13.6528606  9.99819279  13.4903307
  10.155899  13.6473303  10.4976053  13.4754219
  10.6515503  13.5843639  10.9919949  13.4032087
  11.1366663  13.4647913  11.4748068  13.2746458
  11.6048107  13.2902184  11.9396496  13.0914612
  12.0497942  13.0630026  12.3804083  12.8561516
  12.4658012  12.7862749  12.7916155  12.5723219
  12.8478966  12.4643154  13.1687136  12.2445059
  13.1921463  12.1021481  13.5080557  11.877717
  13.4958963  11.7053547  13.8086529  11.4784718
  13.7606697  11.2814608  14.0738029  11.0547628
  13.9914074  10.8380375  14.3086653  10.6134787
  14.1938877  10.3809643  14.5185547  10.1597376
  14.3738279  9.91451645  14.7089605  9.69745159
  14.5364075  9.44171906  14.883812  9.22904778
  14.6847486  8.96425152  15.0458412  8.7560463
  14.8214464  8.48331451  15.1971836  8.27951431
  14.9482384  7.99966812  15.3393745  7.80016804
  15.0665979  7.51388645  15.473691  7.31855345
  15.1776009  7.02636957  15.6011066  6.83506536
  15.2821875  6.5374341  15.7224674  6.35002136
  15.3810997  6.04731846  15.8384562  5.86366367
  15.4749994  5.55621719  15.9496813  5.376194
  15.5644283  5.06428194  16.0566444  4.88777113
  15.6498718  4.57163858  16.1598015  4.39852953
  15.7317457  4.07838869  16.2595387  3.90857911
  15.8104277  3.58461928  16.3562164  3.41801548
  15.8862419  3.09040141  16.4501381  2.92691684
  15.9594841  2.59579539  16.5415897  2.43535209
  16.0304165  2.10085297  16.6308155  1.94337845
  16.0992775  1.60561824  16.7180462  1.45104694
  16.1662788  1.1101284  18.6922512 -10.
    17.641   -10.000   *    *  
   *     *     *     * 
  3.52929616  2.7519896  3.52929616  2.7519896
  3.62522984  3.24270034  3.64229751  3.23905301
  3.72232509  3.73318195  3.75645208  3.72584724
  3.82074785  4.22339916  3.87192678  4.21232986
  3.92069006  4.71330833  3.98891234  4.69845152
  4.02237129  5.2028594  4.10762882  5.18415308
  4.12604427  5.69199276  4.22832489  5.66936636
  4.23199987  6.18063593  4.35129166  6.15400839
  4.34058189  6.66870308  4.47686815  6.63798094
  4.45220375  7.15608358  4.60546732  7.12115955
  4.56735992  7.64264011  4.73757458  7.60338974
  4.68666553  8.12819481  4.87380219  8.0844717
  4.8108902  8.6125145  5.01489973  8.564147
  4.94106197  9.0952673  5.16187906  9.04205132
  5.07852793  9.57599068  5.31599522  9.51769924
  5.22523069  10.0539713  5.47910213  9.99033356
  5.38376045  10.5281496  5.65355539  10.458889
  5.55826712  10.996664  5.84326601  10.9214582
  5.75320911  11.4570217  6.05249977  11.3755045
  5.97348595  11.9057674  6.28587341  11.8175898
  6.22324991  12.3387575  6.54753017  12.2435026
  6.50354958  12.7526217  6.83896637  12.6496048
  6.81386089  13.1444759  7.15963268  13.0330343
  7.15301132  13.5116501  7.50841475  13.3910723
  7.51917791  13.8518867  7.88348722  13.7214651
  7.91031218  14.1630974  8.28274536  14.0221806
  8.32417488  14.4433746  8.70390797  14.2913647
  8.75835609  14.6910114  9.1445179  14.5273714
  9.21030903  14.9044933  9.60198879  14.7287579
  9.67737007  15.0825109  10.0736198  14.89429
  10.1567698  15.2239733  10.556613  15.0229483
  10.6456585  15.3280077  11.0480967  15.1139431
  11.1411219  15.3939753  11.5451393  15.1667089
  11.6402016  15.421463  12.0447721  15.1809168
  12.1399117  15.4102936  12.5440102  15.1564703
  12.6372623  15.360528  13.0398645  15.0935087
  13.1292763  15.2724562  13.5293674  14.9924049
  13.6130075  15.1466026  14.0095901  14.8537617
  14.0855589  14.9837217  14.4776583  14.6784105
  14.5441017  14.78479  14.9307737  14.4674063
  14.9858942  14.5510054  15.3662271  14.2220173
  15.4082956  14.2837744  15.7814198  13.943718
  15.8087854  13.9847031  16.1738873  13.6341953
  16.1849861  13.6555986  16.5413342  13.2953453
  16.5347004  13.2984762  16.8816319  12.9292383
  16.8559151  12.9155149  17.1930504  12.5382614
  17.1470451  12.5092058  17.4746056  12.1252489
  17.4073009  12.0824499  17.7259903  11.6931887
  17.636692  11.6383171  17.9496288  11.2460928
  17.8382587  11.1808405  18.1499538  10.7880392
  18.0167732  10.7138519  18.3314056  10.3221645
  18.1768017  10.2401886  18.4981155  9.85079575
  18.3225937  9.76193619  18.6534824  9.37556171
  18.457346  9.28044891  18.7995701  8.89738846
  18.5830994  8.79652977  18.9380646  8.41695786
  18.7014465  8.31074238  19.0700836  7.93470573
  18.8134842  7.82346058  19.1965809  7.45097542
  18.9201298  7.33496857  19.3182507  6.96600771
  19.0220623  6.84547091  19.4357052  6.48000002
  19.1198711  6.3551321  19.5494213  5.99310446
  19.2140312  5.86407995  19.659832  5.50544786
  19.3049603  5.3724184  19.7672844  5.01713133
  19.3929996  4.8802309  19.8720932  4.52824068
  19.4784603  4.38758898  19.9745312  4.03884697
  19.5616074  3.89455152  20.0748444  3.54901338
  19.642683  3.40116882  20.1732407  3.0587914
