  10.  15.3455057  0.671510935  12.6325493  18.2109013  5.57835197
  20.  18.394968  0.281410962  17.0633926  19.6591072  2.59571457
  30.  22.6167049  0.168998986  21.8391533  23.3912754  1.55212212
  40.  27.0556831  0.116925523  26.5308952  27.5457439  1.01484871
  50.  31.5741062  0.0868142769  31.196106  31.9146805  0.718574524
  60.  36.1112328  0.066948995  35.8281517  36.4074326  0.579280853
  70.  40.6515961  0.0531569235  40.4159775  40.8537521  0.437774658
  80.  45.2059021  0.0425220132  45.0192795  45.3863029  0.367023468
  90.  49.759243  0.03490863  49.5894165  49.901165  0.311748505
  100.  54.3126221  0.0275878478  54.1993484  54.4270821  0.227733612
  110.  58.8969116  0.0217447747  58.8070755  58.9927979  0.185722351
  120.  63.4908981  0.0175446775  63.4125862  63.5673561  0.154769897
  130.  68.0795059  0.014686713  68.0136795  68.1352844  0.121604919
  140.  72.6658783  0.0125022139  72.614769  72.7209015  0.106132507
  150.  77.2405014  0.0114529058  77.1871185  77.2932434  0.106124878
  160.  81.7971115  0.0102445306  81.7572556  81.836853  0.0795974731
  170.  86.3774185  0.00917455461  86.336235  86.4092026  0.0729675293
