  49.1698761  0.0120970346
  49.1754036  0.0119430684
  49.1975136  0.0155843953
  49.2030411  0.0210077427
  49.2140961  0.0354395173
  49.2196236  0.0304675754
  49.2251511  0.0950517356
  49.2306786  0.175982043
  49.2362061  0.167800874
  49.2417336  0.139256597
  49.247261  0.126456648
  49.2527885  0.26287511
  49.258316  0.444342077
  49.2638435  0.724843323
  49.269371  0.753511369
  49.2748985  0.763324022
  49.280426  1.02207816
  49.2859535  1.29941511
  49.291481  2.34983516
  49.2970085  2.54885221
  49.302536  3.16094971
  49.3080635  3.59920692
  49.313591  4.93809271
  49.3191185  4.51081085
  49.324646  6.39438343
  49.3301735  6.80259752
  49.335701  9.27904606
  49.3412285  10.1467028
  49.346756  11.6253519
  49.3522835  12.8906498
  49.357811  15.4286346
  49.3633385  17.0975418
  49.368866  17.5708218
  49.3743935  21.1939411
  49.379921  24.5420837
  49.3854485  24.0403862
  49.390976  26.7324562
  49.3965034  32.6445312
  49.4020309  35.2047615
  49.4075584  37.2684441
  49.4130859  35.1201477
  49.4186134  36.902256
  49.4241409  38.7886467
  49.4296684  42.5361328
  49.4351959  37.3647919
  49.4407234  38.3456993
  49.4462509  43.1272087
  49.4517784  42.7418175
  49.4573059  39.7740021
  49.4628334  35.5879784
  49.4683609  37.7291527
  49.4738884  36.2492561
  49.4794159  33.041172
  49.4849434  32.8238449
  49.4904709  28.42313
  49.4959984  29.4793854
  49.5015259  26.3378468
  49.5070534  23.0050869
  49.5125809  21.6630192
  49.5181084  21.8924847
  49.5236359  17.7583466
  49.5291634  16.2493877
  49.5346909  14.8941422
  49.5402184  12.5875607
  49.5457458  10.612463
  49.5512733  9.07754517
  49.5568008  7.46398163
  49.5623283  5.49755907
  49.5678558  4.27160025
  49.5733833  4.64795923
  49.5789108  3.49355531
  49.5844383  2.74598169
  49.5899658  2.77353144
  49.5954933  1.6035533
  49.6010208  1.20749378
  49.6065483  0.979066074
  49.6120758  1.08454347
  49.6176033  0.667813957
  49.6231308  0.367112339
  49.6286583  0.247505099
  49.6341858  0.240764514
  49.6397133  0.205740795
  49.6452408  0.0888586864
  49.6507683  0.0499764159
  49.6562958  0.114658944
  49.6618233  0.0596812852
  49.6673508  0.0520679541
  49.6728783  0.0468103141
  49.6784058  0.0130907148
  49.7005157  0.00401279563
        *      *   
