 1  4162.
 2  4072.
 3  3858.
 4  4049.
 5  3926.
 6  3882.
 7  3860.
 8  3943.
 9  3944.
 10  3991.
 11  3855.
 12  3877.
 13  3833.
 14  3854.
 15  3905.
 16  3882.
 17  3772.
 18  3818.
 19  3724.
 20  3795.
 21  3853.
 22  3812.
 23  3796.
 24  3872.
 25  3743.
 26  3804.
 27  3788.
 28  3700.
 29  3772.
 30  3768.
 31  3755.
 32  3852.
 33  3816.
 34  3840.
 35  3830.
 36  3631.
 37  3854.
 38  3826.
 39  3845.
 40  3849.
 41  3838.
 42  3916.
 43  3826.
 44  3823.
 45  3858.
 46  3717.
 47  3650.
