  9.40507889  11.6141949  10.
  10.3376284  12.4851561  15.
  12.0433264  13.0351286  20.
  14.0263739  13.4374418  25.
  16.2255859  13.6552591  30.
  18.4789486  13.6854715  35.
  20.8112354  13.5579157  40.
  23.2733841  13.1857843  45.
  24.9395657  13.7527132  50.
  27.1878204  13.5790567  55.
  29.4896793  13.2054911  60.
  31.7611599  12.8186769  65.
  34.0358734  12.3876085  70.
  36.2650528  11.9592285  75.
  38.5557175  11.3516951  80.
  40.6151199  11.297226  85.
  42.8282967  10.7751923  90.
  45.0443344  10.1967115  95.
  47.2767792  9.5240221  100.
  49.5109863  8.83088207  105.
  51.7210541  8.23528004  110.
  53.9121017  7.71272802  115.
  56.1057205  7.16925049  120.
  58.2850876  6.68125391  125.
  60.4500084  6.24476099  130.
  62.6008987  5.86610937  135.
  64.740448  5.53544092  140.
  66.8514328  5.33031225  145.
  68.9480667  5.17840576  150.
  71.049324  4.96905518  155.
  73.1770477  4.61510229  160.
  75.3117523  4.24043798  165.
  77.465477  3.81022143  170.
  79.6577682  3.26630664  175.
  82.0241776  2.07663989  180.
